created_at,customer_id,id,item_code_ext,location,note,order_datetime,order_id,rate,shipment_id,status,update_at
2022-01-08T06:23:45.063Z,yukko714,ROHOMUjpS0ijadyFHywJtw==,A2111PE_43096,jp,,2022-01-07T17:24:00.000Z,yVwOJ3aiRj2weZONxJkWyQ==,0.8,5CYBwCO+RzmV32Dldu/OUA==,shipped,2022-02-17T06:28:46.763Z
2022-01-08T06:28:32.583Z,芋头扣扣肉,nh0zyj1gTWKRVIf/A6ux2A==,A2113FAY10791,jp,,2022-01-01T06:00:00.000Z,mYHYmTAwRr287kO2IXG3uQ==,0.6,U7TyUZA1RhS18qf4h7tzgQ==,shipped,2022-01-08T06:37:34.152Z
2022-01-08T14:13:02.277Z,狂想梓,z30VzhxTQqqcgnxtO5FpdQ==,A2121PBG02693,jp,包完售了,2022-01-08T14:12:00.000Z,cSZgcX7bR3CWvEJoXi5V2A==,1,null,concealed,2022-01-24T03:50:17.896Z
2022-01-11T08:46:11.488Z,tb255243_99,gKNM/HV7SfiXTU+o4eHk3g==,A2113PSC53593,jp,等mint衬衫干了之后一起发,2022-01-11T08:43:00.000Z,IRPiEhLCTXOPgkESyOe7ZQ==,1,0kh0cfsCRPSuJ+/nXcp/ng==,shipped,2022-01-19T09:39:52.588Z
2022-01-11T08:46:11.545Z,tb255243_99,FXjAk3SKQTaCGdllj3fCxg==,A2121PE_13192,jp,等mint衬衫干了之后一起发,2022-01-11T08:43:00.000Z,IRPiEhLCTXOPgkESyOe7ZQ==,1,null,concealed,2022-02-14T04:50:01.860Z
2022-01-12T04:11:52.094Z,crazy包子32,KVtAIK+ySrOLvp3Pfxt7EQ==,A2121FAY10394,jp,野草莓之森豪华op绿,2022-01-05T04:11:00.000Z,hAKg1Qu7RxqgTR8ELCD0Lg==,1,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:34.941Z
2022-01-13T13:23:54.267Z, murasaki46,SkR5CwnVSNOCfiT9EXJHOw==,A2113FS_24392,jp,,2021-12-17T13:23:00.000Z,nlvqSbtCQ/mq2h+sf9IMpg==,1,null,concealed,2022-02-15T12:12:59.454Z
2022-01-13T13:31:28.926Z,淘天使淘,8w6a4MAHQOCPhmxLd00zcQ==,A2113PBG52892,jp,,2021-12-30T13:29:00.000Z,ag+FQfD3Q8KnW85R/PiEAg==,1,PXsqHo5ITwC3gSX391lF9w==,shipped,2022-01-13T14:24:27.359Z
2022-01-13T13:46:08.721Z,不会游泳的鱼22726527,5QBuhyYQRLmPw2HiwLBCkQ==,A2121FB_00893,jp,,2022-01-11T13:45:00.000Z,1uyd7IhjRjGLNxuWhS0VqA==,1,PXsqHo5ITwC3gSX391lF9w==,shipped,2022-01-13T14:24:27.192Z
2022-01-17T07:53:43.582Z,陈大豆0417,vgPbtzYhQMq1bJHu04cPMA==,A2113PSC53594,jp,,2022-01-14T07:49:00.000Z,JvMqc29lQ0GNEhH69ywnsg==,1,5CYBwCO+RzmV32Dldu/OUA==,shipped,2022-02-17T06:28:45.971Z
2022-01-18T02:35:27.408Z,livingday,5eteJXxTRZi0FZL5zNhRTg==,A2121PE_07691,jp,,2022-01-18T12:37:00.000Z,R3+KwgF3SXyeG0Um06Upaw==,1,/r7Yx6lHQaiuIT5a6YtQqA==,shipped,2022-01-18T14:58:57.353Z
2022-01-20T04:53:37.513Z,shangbingbing88,V1a4fYB4SyeM0W6YXw3InQ==,A2113FSY51093,jp,,2021-12-15T03:24:00.000Z,1OhanDVkQGejeuMTiLIliQ==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:31.036Z
2022-01-20T04:57:36.579Z,inkona,QxcV4wZNQwGL023J8bLG3g==,A2113FSY50191,jp,,2021-12-17T03:24:00.000Z,nRmaswKiStuE0pVS52yVkw==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:30.877Z
2022-01-21T01:08:20.465Z,buzuoshazi,XwUPEnToSeu8DEuZzXrIBg==,A2113FP_24441,jp,,2022-01-20T06:35:00.000Z,TPusDnD1QQKVwwDRQXNAXA==,0.5,null,concealed,2022-02-17T06:59:50.006Z
2022-01-21T03:53:34.252Z,murasaki46,Z62d2senSbeMuf/o0HG0Wg==,A2121KPO16991,jp,,2022-01-21T03:01:00.000Z,4HjR/ODLRrGMdmdhuQB1+A==,1,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:09.237Z
2022-01-21T14:10:31.431Z,tb255243_99,578TcqB2SdClHFxgH8QZyA==,A2121PSC13393,jp,,2022-01-21T14:06:00.000Z,7TfT09pPR3+fsiUUBvvNjg==,1,null,concealed,2022-03-31T13:15:35.567Z
2022-01-23T11:44:15.529Z,来自海与云,5mwY0pYpRHOVveoX6DZANg==,A2113FP_92592,jp,,2022-01-23T11:37:00.000Z,zp7af06jQmKZLU5J89U8Qw==,0.7,jx7ALwuQT32YNU7n+Kok+w==,shipped,2022-01-23T11:47:09.706Z
2022-01-24T10:32:02.621Z,_卷毛头_,nk7a94NDSoiidAeQVG1UMg==,A2113FAY50392,jp,,2022-01-24T03:31:00.000Z,DFqLpufoTZCwmUz3X0QX2A==,1,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.590Z
2022-01-31T02:49:05.973Z,operon14,6Ak8SD3yRvWO9OK+2VGMtQ==,A2121KPO16991,jp,,2022-01-29T16:16:00.000Z,0bs+KdA6T/qn6RAhi+3wEw==,1,null,concealed,2022-03-09T02:20:55.768Z
2022-01-31T02:49:29.843Z,立花白梅,QfUHtY07SXiSjtkI61FCvw==,A2321UPO00844,jp,,2022-01-30T16:16:00.000Z,FsEJbigCSCWfLjDg04RLeA==,1,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.808Z
2022-02-02T05:14:17.704Z,呆菇凉很很二很善良,+/HU0tBKTmO80JFUwpipuQ==,A2111PE_43092,jp,,2022-01-31T17:16:00.000Z,SkRHLJqoTPenVBio7MT3Sg==,1,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.679Z
2022-02-02T05:14:17.782Z,呆菇凉很很二很善良,dcB5A+qzT+uaqqmUWIK1XQ==,A2111FAY35893,jp,,2022-01-31T17:16:00.000Z,SkRHLJqoTPenVBio7MT3Sg==,1,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.635Z
2022-02-05T01:28:56.859Z,是开碧落fx,bCAh4feAS3OVRN/GYpd29A==,A2111FAY90691,jp,,2022-02-03T17:16:00.000Z,Nv6eN1ooSK+mXOZj7v+rOg==,0.45,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.892Z
2022-02-05T01:29:09.721Z,老猫教授,tjt4OVQ0SPuNm+lZt50K+w==,A2111UPO91093,jp,,2022-02-03T17:16:00.000Z,VZ+JcnH2R4+avGDRrLDptw==,0.5,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:08.760Z
2022-02-05T01:30:45.131Z,sylviasama,kA01YTSMTse0kxBjVY/+sw==,A2111FS_35492,jp,,2022-01-31T17:16:00.000Z,0mi7mBdGRNGNBJN5pQ3gWA==,0.9,pw9hc4t3SYqZ9Wys9cNZFQ==,shipped,2022-02-05T01:31:09.320Z
2022-02-07T06:45:23.573Z,putma,l3ZzBGM7TJmzjfNk0QtZqQ==,A2121UPO07244,jp,,2022-02-06T17:16:00.000Z,LKZwsg6ASbSWOhcYMGeF+A==,1,5CYBwCO+RzmV32Dldu/OUA==,shipped,2022-02-17T06:28:46.548Z
2022-02-07T06:45:23.628Z,putma,inw4MeR4Qfi+Gf5/4vv5Yw==,A2111FBY90591,jp,,2022-02-06T17:16:00.000Z,LKZwsg6ASbSWOhcYMGeF+A==,0.45,68BOVXpdR9acmRPwxFXoPA==,shipped,2022-02-17T06:29:03.632Z
2022-02-09T06:21:42.873Z,xiaobenbenxiaofeifei,xXz8FrCRTJawjKilmRCMjg==,A2121PSC03393,jp,,2022-02-07T17:16:00.000Z,TNoNlaVVTkan7swo3qZnig==,1,SF724HfESn+rrWFNTi1eGg==,shipped,2022-03-03T06:20:56.331Z
2022-02-11T07:10:41.783Z,xiaochenying,SVo/HDycSaixxs0tFYeoyg==,A2121FAY00392,jp,,2022-02-08T17:16:00.000Z,iBYb4wlFRaeX7WFOgIqVAg==,1,Z4SyW7c7QQqnsXBR8P3jlQ==,shipped,2022-02-24T04:06:29.606Z
2022-02-13T06:40:34.000Z,wangge3344520,A8QxpUAqQAagWknb++uZow==,A2121UCD02394,jp,,2022-02-11T17:16:00.000Z,oXRrqgybQdyVz41Hcnkknw==,1,null,concealed,2022-03-06T08:16:40.073Z
2022-02-17T05:17:42.631Z,ssxlni,WTwVWTTvQYaHMndT4pBM/Q==,A2111PE_55291,jp,,2022-02-15T04:17:00.000Z,RZUcs3IiQiuFxn8GGNX/Qg==,1,4+lT8FNJS0ye2qaMyubaIg==,shipped,2022-03-10T02:34:49.227Z
2022-02-17T05:18:06.888Z,sanqianbailing,gB7N0HA/SJ231idITjaj5Q==,A2121PE_11496,jp,,2022-02-15T04:17:00.000Z,QYX//3eTQjOP0lpfL1ovPw==,1,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:43.178Z
2022-02-24T03:50:49.781Z,果啊guoguo,gaZnSPumSNeQzr1pxJuOgA==,A2111FAY90692,jp,,2022-02-24T03:03:00.000Z,em6EyXj6Qq6ELycrnLUc/Q==,0.45,Z4SyW7c7QQqnsXBR8P3jlQ==,shipped,2022-02-24T04:06:29.141Z
2022-02-28T05:38:17.352Z,tb992428837,PKH7THEHTtmasjqFjz/23A==,A2121FB_00894,cn,之前已经请求过了的キャンセル现货,2022-02-25T04:50:00.000Z,Q3VemrxxSkWOqHtRdA6KaQ==,1,gTpFatxnSyaHBMxf2xJAug==,shipped,2022-03-03T06:03:20.715Z
2022-03-04T03:07:57.780Z,tb005203528,ShUAwueuR1KFgYNRSUxYuA==,A2121FV_12793,jp,,2022-03-02T04:40:00.000Z,n4F5LI0MQEmrOcI7aGQ+jg==,1,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:43.632Z
2022-03-04T03:08:34.359Z,yuanshao0314,xyVaamn8Rtm+BXfk3sa6Tg==,A2113UTR52191,jp,,2022-03-02T04:40:00.000Z,RseyMHJdQwW02HrT5yNg6A==,1,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:44.088Z
2022-03-06T13:05:56.147Z,雪莱斐斐,RpykjF10T+CCktCXQtLrXQ==,A2121FA_10292,jp,,2022-03-04T13:04:00.000Z,Y9BBJEHRQM22em99nhRSsg==,1,4+lT8FNJS0ye2qaMyubaIg==,shipped,2022-03-10T02:34:48.475Z
2022-03-07T01:23:49.158Z,往昔1013,gzUbUGpiTTiHulvWO0hLVw==,A2121KCD11695,jp,,2022-03-06T13:04:00.000Z,qtuikUdvRjO+lTuaWqGLSw==,1,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:41.820Z
2022-03-08T04:25:49.656Z,kaname_61,hYunllA1SlCepHRWC5Ffsg==,A2121PE_31094,jp,,2022-03-07T14:46:00.000Z,yIzA/PBuRZuSWoflH5jqFg==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:44.508Z
2022-03-08T04:26:27.055Z,ppshirley224296073,gKBRKAZbTTif8RQAb2EA+A==,A2121UCD02393,cn,,2022-03-07T14:46:00.000Z,+cbUM1quTvaXrt2QZi6Bug==,1,dE8e3QFpRPiIjXTkJnAdWQ==,shipped,2022-03-09T12:25:27.859Z
2022-03-08T04:26:27.499Z,ppshirley224296073,XBfyJ+h1RA2UNoO1DtcQfA==,A2111FA_51292,jp,,2022-03-07T14:46:00.000Z,+cbUM1quTvaXrt2QZi6Bug==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:44.745Z
2022-03-09T04:24:07.374Z,泣神的泪儿,+QOa6B8zTAynHn+d1RJkyw==,A2121FS_30192,jp,,2022-02-08T11:56:00.000Z,OPJHNI+TTCK3aR5IZ9yKVQ==,1,4+lT8FNJS0ye2qaMyubaIg==,shipped,2022-03-10T02:34:48.222Z
2022-03-12T13:30:11.013Z,c_medill,jwmDYt+hSo+H0418Ld51gQ==,A2113FV_10891,jp,,2022-03-10T16:13:00.000Z,67EiMLMuRAip0GyZ6Y+biw==,0.45,pcyDTm94RsuT0vN3ovz6Yw==,shipped,2022-03-13T15:34:42.047Z
2022-03-13T13:08:36.858Z,jayfeixiao,j0CkjZA8RSep3FmWiKS1nw==,A2121FJ_07032,jp,,2022-03-12T13:06:00.000Z,JF54EJ/QS8mVz6btUa/35g==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:44.034Z
2022-03-17T04:08:29.754Z,雪莱斐斐,69KJyPfGRzKY4m8oEyJK7Q==,A2121FB_11096,jp,,2022-03-13T14:12:00.000Z,41NnCJaDTiOMfnbDjvAzaQ==,1,h2dWWWxQRn2xfYTvZ0UJPQ==,shipped,2022-03-21T07:51:16.425Z
2022-03-17T04:09:10.158Z,雪莱斐斐,uA8eiHhZTY+MOdPdVN94gA==,A2121PE_11496,jp,,2022-03-15T14:12:00.000Z,IaA3xHW7QPqoYie6SgdJWA==,1,h2dWWWxQRn2xfYTvZ0UJPQ==,shipped,2022-03-21T07:51:16.194Z
2022-03-17T04:10:53.955Z,xiaochenying,R+IbMut8TbaKDpTeBC80Mw==,A2121FA_36293,jp,,2022-03-16T14:12:00.000Z,vanQjNqdTqa7CTPz/U5Qsg==,1,RBpbHzPRQUOITK0oa9p+xw==,shipped,2022-03-25T09:06:45.924Z
2022-03-17T04:11:16.805Z,ivyloli,A8w6h0NESDqBXsu6vcl/VQ==,A2121FAY36391,jp,,2022-03-16T14:12:00.000Z,DUI6KpNrSfi34ZjoRw52aA==,1,h2dWWWxQRn2xfYTvZ0UJPQ==,shipped,2022-03-21T07:51:16.653Z
2022-03-21T06:32:54.885Z,幸福彩轮,z4PMptAPRnyakQtUiVWVsQ==,A2121PSC33092,jp,,2022-03-18T04:31:00.000Z,sK/OGhr5TIehVzD6Lx/gGA==,1,0pHi1muUTJut5RVyhUyxxA==,shipped,2022-04-26T10:00:24.318Z
2022-01-07T14:53:08.520Z,aryichokse,TBdoOYtoSq6qRg75Ar3iMg==,A2113FAY20891,jp,问客人只有开衫ok不？  ,2021-11-30T14:41:00.000Z,SbqIdMBFTJK8vUAHSy2egQ==,0.8,null,concealed,2022-01-27T04:34:26.739Z
2022-01-07T14:58:18.545Z,eliad草纸,QaS0oXhtSF+9CghG08kT5A==,A2121PAC03093,jp,wb两只不爱晒太阳的喵,2021-12-31T14:55:00.000Z,2lLEDhG0Tcqfi/tUB0S9gA==,1,0kh0cfsCRPSuJ+/nXcp/ng==,shipped,2022-01-19T09:39:52.667Z
2022-01-07T15:01:38.973Z,陈潇潇1026,eDf3AxlHT0uJSMv5NGX3iA==,A2113FS_24395,jp,,2022-01-01T05:00:00.000Z,S5fQU1khT4aj/y8a+a3BUw==,1,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:34.863Z
2022-01-07T15:12:38.832Z,thinine,FXx3ev45SYWYIDJbO1UIiw==,A2121PE_11498,jp,,2022-01-02T15:09:00.000Z,B0A1o19LRQ2Z5oYXRFS7GA==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:31.345Z
2022-01-07T15:24:06.339Z,夜魅影,bztKvZcwQMuwDvDQIbiodw==,A2121FB_00895,jp,,2022-01-06T15:21:00.000Z,5ziTQwhBTA+/o8UeOOL2vQ==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:30.720Z
2022-01-07T15:25:25.040Z,ti567301,+0hjCM4CRxaggTnWKotvGA==,A2113FAY20893,jp,,2022-01-06T15:21:00.000Z,YXDKsRMzSS2KRlDDydbhbg==,0.6,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:35.337Z
2022-01-07T15:29:11.722Z,ruqirenweicen2,usNDU9m0T9W8+WyJV+3xSA==,A2113FB_20793,jp,,2022-01-06T15:21:00.000Z,nmiBaf0kTz6S5s/eOr4OoA==,0.6,wMnXm53YR9GtWJZPC6koCA==,shipped,2022-01-07T16:21:18.511Z
2022-01-07T15:56:17.399Z,akila97,8juhBvxTRAetLIt2a7wu/w==,A2113FV_31294,jp,,2022-01-01T15:55:00.000Z,C0EoXNeoSpCOUdblpWDMEw==,0.7,wMnXm53YR9GtWJZPC6koCA==,shipped,2022-01-07T16:21:19.057Z
2022-01-07T16:07:49.821Z,北溟开海,mJbJSTLNRka2kUFBKXi5pA==,A2121PE_13191,jp,,2022-01-07T16:07:00.000Z,V8gTit4mSlSnpRixpwi4fg==,1,uXEqov1bRDOA6yGM5Hy7fA==,shipped,2022-01-14T02:23:57.006Z
2022-01-07T16:08:18.183Z,wen_27,QKB3EZu9RY62CK0b4wUavw==,A2113FAY20894,jp,,2022-01-07T16:07:00.000Z,wVsFZZdoRIe0o42I5BNQ/A==,0.6,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:35.261Z
2022-01-08T06:22:36.069Z,容止我爱你275484892,Q1gO29ItRZOKozBHw/mI+w==,A2113FV_51592,jp,,2022-01-07T17:20:00.000Z,ACdwb5xLSs+zYbYxNPi1QQ==,1,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:35.096Z
2022-01-08T06:23:45.146Z,yukko714,9/A6XDVBSaaQnhyq2DlDGg==,A2111PE_43092,jp,,2022-01-07T17:24:00.000Z,yVwOJ3aiRj2weZONxJkWyQ==,0.8,U7TyUZA1RhS18qf4h7tzgQ==,shipped,2022-01-08T06:37:33.664Z
2022-01-08T06:27:14.054Z,kurumi胡桃酱,Uw+0ppd7Q/64rVzB0wny+w==,A2113KCD42093,jp,,2022-01-07T17:07:00.000Z,cW8vHiFZT0aqfrHZp5OH/Q==,1,U7TyUZA1RhS18qf4h7tzgQ==,shipped,2022-01-08T06:37:33.763Z
2022-01-08T06:30:40.151Z,tb808372219,+n/DB0rMSMOhPHaNZHO73g==,A2121KCD11592,jp,,2022-01-08T05:12:00.000Z,Je5YOzfTT+Sk7meXZ2QfxQ==,1,wNZRwMPuR6GuVU1PE5CtQw==,shipped,2022-01-25T04:18:10.696Z
2022-01-08T14:13:02.154Z,狂想梓,1sgdKGKjTH+atUiS5XM3tw==,A2121PE_13293,jp,包完售了,2022-01-08T14:12:00.000Z,cSZgcX7bR3CWvEJoXi5V2A==,1,0kh0cfsCRPSuJ+/nXcp/ng==,shipped,2022-01-19T09:39:52.627Z
2022-01-12T02:50:17.030Z,	 t_1489667224271_0990,g94DZW89SQmRyGwYLp8X5A==,A2121UCD07333,jp,,2021-12-29T02:49:00.000Z,qeVpCdpUS4OUw7c3n8462Q==,1,zXO8amstQkO6nkaL6HnShQ==,shipped,2022-01-12T04:53:35.415Z
2022-01-12T05:39:08.599Z,capiolany,fGXG+HamTIm7HK1Vt33iow==,A2113UA_49494,cn,,2022-01-12T05:36:00.000Z,3Dk1tGMDQB+5SF67W4Zf5g==,1,LDXwt2maSsmuPeyIWj2rMw==,shipped,2022-01-18T06:58:25.593Z
2022-01-12T13:10:34.717Z,灰色格子,8DjMiLJbQGS5gXtHysmfbQ==,A2113FA_50295,jp,,2022-01-12T13:10:00.000Z,q4hLqQGvRwG0G2Mt82K1xw==,1,0kh0cfsCRPSuJ+/nXcp/ng==,shipped,2022-01-19T09:39:52.510Z
2022-01-13T13:29:52.188Z,千鹤子_tb,PiBOhR2fTLymXJil2dmNzg==,A2113UA_57893,jp,,2021-12-16T13:29:00.000Z,/dtWF8ndQ/KXR7QfxQmpxw==,1,NusSqkPYQ2i7pF/nEie74Q==,shipped,2022-01-14T02:20:48.453Z
2022-01-13T13:31:59.140Z,抹茶兔子君,8jQYAAuhQ4S2SQkLxdXjZw==,A2113FB_25295,jp,,2021-12-30T13:29:00.000Z,tCahEWKSQgmQmeObF7EyZw==,1,PXsqHo5ITwC3gSX391lF9w==,shipped,2022-01-13T14:24:27.314Z
2022-01-13T13:36:24.724Z,陈潇潇1026,z2rViV49QBCaiY8BV8QrMw==,A2121UTR02292,jp,,2021-12-07T13:29:00.000Z,cgTk9eoES4eAvzcskZpkzA==,1,PXsqHo5ITwC3gSX391lF9w==,shipped,2022-01-13T14:24:27.480Z
2022-01-14T03:59:25.626Z,紫英的猫,NyVwch3mRIKOyoWBPshDww==,A2113UCD32493,jp,,2022-01-14T03:58:00.000Z,GBRmkGROQPSVfHgWC+Z+AQ==,0.5,riu1BJueT8KnxCkTN1N/9w==,shipped,2022-01-17T08:54:25.800Z
2022-01-17T08:01:18.489Z,menghangong,Kv/rgYhtTLS1lriP+1w8zA==,A2113UBY32592,jp,,2022-01-15T08:01:00.000Z,5MjqlB9zTbSX4g11Fz8yaA==,0.5,riu1BJueT8KnxCkTN1N/9w==,shipped,2022-01-17T08:54:25.713Z
2022-01-17T08:02:24.407Z,臧金色,BJELaAJRQfKXqva2nmJyoQ==,A2113UCD32492,jp,,2022-01-17T08:01:00.000Z,f0Az1E+DQPmsk0FpO1nYOg==,0.5,riu1BJueT8KnxCkTN1N/9w==,shipped,2022-01-17T08:54:25.510Z
2022-01-17T08:03:00.126Z,tb58229174,9sYNBsHXTpq8sbNKSxutCg==,A2121PE_11497,jp,,2022-01-17T08:02:00.000Z,lbU0KAtrTNOuf1SJrEBvMw==,1,null,concealed,2022-02-23T14:47:45.026Z
2022-01-17T08:03:00.208Z,tb58229174,0Dqc0qYuQA+geaiqdIPK6g==,A2113FA_00992,jp,,2022-01-17T08:02:00.000Z,lbU0KAtrTNOuf1SJrEBvMw==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:31.308Z
2022-01-20T13:56:55.869Z,容止我爱你275484892,0S8Xl1zKQyW+dB3+lxp/QA==,A2121FAY10392,jp,,2022-01-19T06:35:00.000Z,YDdgeA0KSECeVrkTdjjjRQ==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:30.617Z
2022-01-21T14:10:31.349Z,tb255243_99,edAjupGgRG6T4Aa3bEzcEg==,A2113PBG52892,jp,,2022-01-21T14:06:00.000Z,7TfT09pPR3+fsiUUBvvNjg==,1,wkKP+DmMTMSd5JbZWZk5hw==,shipped,2022-01-27T06:25:31.155Z
2022-01-23T11:44:15.374Z,来自海与云,//VEOuspQbiW1rQKP8/kpA==,A2113FJ_92492,jp,,2022-01-23T11:37:00.000Z,zp7af06jQmKZLU5J89U8Qw==,0.7,jx7ALwuQT32YNU7n+Kok+w==,shipped,2022-01-23T11:47:09.642Z
